Sentence,Experience,Drug
"It's nice to know I'm not alone! ""","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"My friends would tell me I must have had a hot flash because my face turned red, I highly recommend this medicine.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I felt much better on it.""","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I had some weight gain, but nothing I could not handle.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"It is always best to speak to your health professional before trying the above.""","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"""Medicine works well.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I was really scared initially but with my family and friends support, I gained strength.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"It worked like magic.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I feel really better now.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I am glad I took the medicine.""","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"""This medicine is like playing a game.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"It is a quality of life issue.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I feel depressed and have no energy.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Everything hurts.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"But I want to decrease my chance of possibly getting invasive Breast Cancer or DCIS in my other breast..so will continue to take it.""","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Makes you gain weight, feel moody and bloated.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Fluid retention is bad.""","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I would seriously be in trouble with out it.""","Negative Experience - No symptoms mentioned but negative words found",naproxen
"I stopped the drug immediately, that was 6 months ago and I still have shortness of breath and can't do cardio class at all.","Negative Experience - No symptoms mentioned but negative words found",naproxen
"Also recommended by a friend.","Positive Experience - No symptoms mentioned but positive words found",naproxen
"""This medicine made a great difference overnight for me.""","Positive Experience - No symptoms mentioned but positive words found",naproxen
"At the very least this will take the sharp edge off and give you enough time to get to Urgent Care or an immediate doctor appointment.","Positive Experience - No symptoms mentioned but positive words found",naproxen
"I slept good that night.","Positive Experience - No symptoms mentioned but positive words found",naproxen
"I feel like I could do the usual tasks (including eating) now.""","Positive Experience - No symptoms mentioned but positive words found",naproxen
"I was able to move around without being uncomfortable.","Negative Experience - No symptoms mentioned but negative words found",naproxen
"I am extremely satisfied with the results.""","Positive Experience - No symptoms mentioned but positive words found",naproxen
"Love love love.","Positive Experience - No symptoms mentioned but positive words found",naproxen
"I've had severe cramps ever since and as soon as I started taking this everything will go away in less than 15 minutes.""","Negative Experience - No symptoms mentioned but negative words found",naproxen
"It is magical.","Positive Experience - No symptoms mentioned but positive words found",naproxen
"I used to have really bad migraines that made me vomit.""","Negative Experience - No symptoms mentioned but negative words found",naproxen
"I looked up the side effects that the pharmacist didn't mention and found then listed under the Uncommon and Rare side effects, which means I'm just unlucky.""","Negative Experience - No symptoms mentioned but negative words found",naproxen
"Sometimes it works like a charm, but other times it'll do absolutely nothing.","Positive Experience - No symptoms mentioned but positive words found",naproxen
"It fails more often than it helps, though.""","Negative Experience - No symptoms mentioned but negative words found",naproxen
"""Don't feel any difference with this medication 2 tablets 1 in morning 1 at night doesn't work for me at all 250mg""","Positive Experience - No symptoms mentioned but positive words found",naproxen
"""I am pretty sure this medication is just acid in pill form.","Positive Experience - No symptoms mentioned but positive words found",naproxen
"And not the fun kind either.","Positive Experience - No symptoms mentioned but positive words found",naproxen
"I used to have severe ulcers, and I know when a medication is burning my stomach lining.","Negative Experience - No symptoms mentioned but negative words found",naproxen
"No more ulcers for me thank you.","Positive Experience - No symptoms mentioned but positive words found",naproxen
"That with severe ringing in the ears and persistent nausea-I quit this medication after a week.""","Negative Experience - No symptoms mentioned but negative words found",naproxen
"""Made me depressed and out of it to the point I had brain fog and was hospitalized""","Negative Experience - No symptoms mentioned but negative words found",naproxen
